,Address,Telephone,Fax_number,Email,Internet,Ofizieller Name,Hauptsitz,Branche,Unternehmensgegenstand,Handelsregister,Rechtsform,Firmengründung,Stammkapital
59,"('DreiGe GmbH + Co. Fünfte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Fünfte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700842, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
60,"('DreiGe GmbH + Co. Sechste Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Sechste Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700843, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
61,"('DreiGe GmbH + Co. Siebte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Siebte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700844, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
62,"('DreiGe GmbH + Co. Achte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Achte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700845, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
63,"('DreiGe GmbH + Co. Neunte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Neunte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700846, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
64,"('DreiGe GmbH + Co. Zehnte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Zehnte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700847, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
65,"('Autohaus Gerd Siedle KG', 'Allmendstrasse 24', '78120', 'Furtwangen')",+49 (07723) 93330,+49 (07723) 933319,mailto:dagmar.siedle@autohaus-siedle.de,http://www.autohaus-siedle.de,Autohaus Gerd Siedle KG,Furtwangen,../branchenbuch/branche_50.1.php,"HRA 610414, Amtsgericht Freiburg",,,,
66,"('Energietechnik Schwarzwald Verwaltungs-Unternehmergesellschaft (haftungsbeschränkt)', 'Weiherstrasse 3', '78120', 'Furtwangen')",,,,,Energietechnik Schwarzwald Verwaltungs-Unternehmergesellschaft (haftungsbeschränkt),Furtwangen,,"HRB 704844, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2010,300 Euro,
67,"('SBW Leistungssport GmbH', 'Am Engelgrund 2', '78120', 'Furtwangen')",,,,,SBW Leistungssport GmbH,Furtwangen,../branchenbuch/branche_92.62.1.php,"Gegenstand des Unternehmens ist die Förderung des Schneesports in Baden-Württemberg. Der Zweck der Gesellschaft wird insbesondere verwirklicht durch eine zielgerichtete Leitung, Steuerung und Verwaltung des Nachwuchsleistungssports von Schülern und Jugendlichen, u. a. in Form der Durchführung von Lehrgängen und Internatsbetreuung in den verschiedenen Schneesportdisziplinen in Baden-Württemberg. Ausgeschlossen ist die Unterstützung von Berufssportlern.","HRB 706099, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,
68,"('Share-Pool UG (haftungsbeschränkt)', 'Albert-Schweitzer-Strasse 8', '78120', 'Furtwangen')",,,,,Share-Pool UG (haftungsbeschränkt),Furtwangen,../branchenbuch/branche_74.15.php,Gegenstand des Unternehmens ist die Verwaltung von Anteilen an Unternehmen und die Beteiligung an Unternehmen.,"HRB 706050, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2010,
69,"('Skiinternat Furtwangen Baden-Württemberg GmbH', 'Marktplatz 4', '78120', 'Furtwangen')",,,,,Skiinternat Furtwangen Baden-Württemberg GmbH,Furtwangen,../branchenbuch/branche_75.1.php,"Gegenstand des Unternehmens ist die Förderung der Jugendhilfe. Der Zweck der Gessellschaft wird insbesondere verwirklicht durch den Betrieb eines Jugendgästehauses, der Unterbringung von Schülern des Skiinternats und einer Berufsfachschule in Furtwangen im Schwarzwald. Neben der Unterbringung und Verpflegung findet eine pädagogische Betreuung von Jugendlichen des Skiinternats, des Jugendwohnheims und des Jugendgästehauses in Furtwangen im Schwarzwald statt.","HRB 705707, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,
70,"('AMS-Uhrenfabrik A. Mayer GmbH', 'Josef-Zähringer-Strasse 103', '78120', 'Furtwangen')",+49 (07723) 91940,+49 (07723) 919415,mailto:info@ams-clocks.de,http://www.ams-clocks.de,AMS-Uhrenfabrik A. Mayer GmbH,Furtwangen,../branchenbuch/branche_26.5.php,"HRB 611091, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
71,"('Bauunternehmung Hermann GmbH + Co. KG, Hoch-, Tief- und Strassenbau, Baustoffhandel', 'Lindenstrasse 1', '78120', 'Furtwangen')",+49 (07723) 6520,+49 (07723) 652145,mailto:info@bauunternehmung-hermann.de,http://www.bauunternehmung-hermann.de,"Bauunternehmung Hermann GmbH + Co. KG, Hoch-, Tief- und Strassenbau, Baustoffhandel",Furtwangen,../branchenbuch/branche_74.87.2.php,"HRA 610344, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
72,"('IME International - Marketing + Event GmbH', 'Oskar-Bürkle-Strasse 2', '78120', 'Furtwangen')",+49 (07723) 2288,+49 (07723) 4445,mailto:ime.gmbh@t-online.de,,IME International - Marketing + Event GmbH,Furtwangen,../branchenbuch/branche_74.87.8.php,"HRB 611829, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2004,,
73,"('Jaskulla GmbH Heizung, Sanitär, Solaranlagen', 'Weiherstrasse 11', '78120', 'Furtwangen')",+49 (07723) 2911,+49 (07723) 2605,mailto:info@jaskulla.de,http://www.jaskulla.de,"Jaskulla GmbH Heizung, Sanitär, Solaranlagen",Furtwangen,../branchenbuch/branche_45.33.php,"HRB 610997, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
74,"('Jürgen Dilger Verwaltungs GmbH', 'Hinterschützenbach 2', '78120', 'Furtwangen')",,,,,Jürgen Dilger Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"Erwerb und Verwaltung von Beteiligungen sowie Übernahme der persönlichen Haftung und der Geschäftsführung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin an der Dilger KG mit Sitz in Furtwangen, welche den Handel mit Fliesen und Natursteinen sowie mit Baustoffen aller Art zum Gegenstand hat.","HRB 702981, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
75,"('Udo Zier GmbH', 'Katzensteigstrasse 22', '78120', 'Furtwangen')",+49 (07723) 93180,+49 (07723) 931840,mailto:info@zier-verpackungen.de,http://www.zier-verpackungen.de,Udo Zier GmbH,Furtwangen,../branchenbuch/branche_17.2.php,"HRB 611026, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
76,"('JH Gaspedal UG (haftungsbeschränkt)', 'Am Sportplatz 4', '78120', 'Furtwangen')",,,,,JH Gaspedal UG (haftungsbeschränkt),Furtwangen,,"HRB 708379, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2012,,
77,"('Ketterer GmbH', 'Alemannenstrasse 30', '78120', 'Furtwangen')",+49 (07723) 7126,+49 (07723) 5150,mailto:ketterergmbh@aol.com,,Ketterer GmbH,Furtwangen,../branchenbuch/branche_50.5.php,"HRB 611362, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
78,"('Leopold Müller GmbH + Co. KG', 'Lochhofstrasse 4', '78120', 'Furtwangen')",+49 (07723) 7446,+49 (07723) 4823,mailto:schreiner.mueller@t-online.de,,Leopold Müller GmbH + Co. KG,Furtwangen,../branchenbuch/branche_45.42.php,"HRA 610608, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
79,"('Miggler Schleiftechnologie GmbH', 'Kussenhofstrasse 26', '78120', 'Furtwangen')",+49 (07723) 1456,+49 (07723) 2879,mailto:migfurt@web.de,,Miggler Schleiftechnologie GmbH,Furtwangen,../branchenbuch/branche_51.54.2.php,"HRB 611674, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
80,"('U´bache UG (haftungsbeschränkt)', 'Wilhelmstrasse 17', '78120', 'Furtwangen')",,,,,U´bache UG (haftungsbeschränkt),Furtwangen,,"HRB 704696, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,,
81,"('Confiserie-Cafe-Conditorei Mayerhöfer e.K. - Inhaber: Melanie Weisser', 'Marktplatz 16', '78120', 'Furtwangen')",+49 (07723) 7842,+49 (07723) 7536,,,Confiserie-Cafe-Conditorei Mayerhöfer e.K. - Inhaber: Melanie Weisser,Furtwangen,../branchenbuch/branche_15.81.php,"HRA 610841, Amtsgericht Freiburg",Melanie Weisser,,,
82,"('Josef Dorer Holztransporte e.K. - Inhaber: Ralf Dorer', 'Josef-Zähringer-Strasse 100', '78120', 'Furtwangen')",+49 (07723) 3138,+49 (07723) 50071,,,Josef Dorer Holztransporte e.K. - Inhaber: Ralf Dorer,Furtwangen,../branchenbuch/branche_60.24.php,"HRA 610924, Amtsgericht Freiburg",Ralf Dorer,,,
83,"('pfacargo UG (haftungsbeschränkt)', 'Reibschenhofweg 13', '78120', 'Furtwangen')",,,,,pfacargo UG (haftungsbeschränkt),Furtwangen,../branchenbuch/branche_80.4.php,"HRB 706731, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2011,,
84,"('Farben Gruber GmbH', 'Gerwigstrasse 14', '78120', 'Furtwangen')",+49 (07723) 7308,+49 (07723) 4739,,,Farben Gruber GmbH,Furtwangen,../branchenbuch/branche_45.44.1.php,"HRB 611195, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
85,"('Horst Siedle GmbH + Co. KG', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,+49 (07723) 63300,,,Horst Siedle GmbH + Co. KG,Furtwangen,../branchenbuch/branche_93.5.php,"HRA 610631, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
86,"('Kammerer Bedachungen GmbH', 'Dörfle 48a', '78120', 'Furtwangen')",+49 (07723) 4703,+49 (07723) 4286,,,Kammerer Bedachungen GmbH,Furtwangen,../branchenbuch/branche_45.22.1.php,"HRB 611582, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
87,"('Koepfer Verzahnungsmaschinen GmbH + Co. KG', 'Josef-Koepfer-Strasse 8', '78120', 'Furtwangen')",+49 (07723) 6550,+49 (07723) 655440,,,Koepfer Verzahnungsmaschinen GmbH + Co. KG,Furtwangen,../branchenbuch/branche_29.51.php,"HRA 610817, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
88,"('Linkworkx UG (haftungsbeschränkt)', 'Luisenstrasse 18', '78120', 'Furtwangen')",,,,,Linkworkx UG (haftungsbeschränkt),Furtwangen,,"HRB 703617, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,,
89,"('Otto Ganter Normteilefabrik Geschäftsführungs-GmbH', 'Triberger Strasse 3', '78120', 'Furtwangen')",+49 (07723) 65070,+49 (07723) 4659,,,Otto Ganter Normteilefabrik Geschäftsführungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611562, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
90,"('Peter Hummel e.K.', 'Bismarckstrasse 43', '78120', 'Furtwangen')",+49 (07723) 91870,+49 (07723) 918716,,,Peter Hummel e.K.,Furtwangen,../branchenbuch/branche_28.62.4.php,"HRA 610394, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,
91,"('S. Siedle + Söhne Telefon- + Telegrafenwerke OHG', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,+49 (07723) 63300,mailto:info@siedle.de,http://www.siedle.de,S. Siedle + Söhne Telefon- + Telegrafenwerke OHG,Furtwangen,,,,,,
92,"('S. Siedle + Söhne, Telefon- und Telegrafenwerke GmbH + Co. KG', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,+49 (07723) 63300,,,"S. Siedle + Söhne, Telefon- und Telegrafenwerke GmbH + Co. KG",Furtwangen,../branchenbuch/branche_93.5.php,"HRA 610747, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
93,"('TREUHAND WALTER Steuerberatungsgesellschaft mbH', 'Friedrichstrasse 3', '78120', 'Furtwangen')",+49 (07723) 93280,+49 (07723) 932850,,,TREUHAND WALTER Steuerberatungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.12.3.php,"HRB 611209, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
94,"('USL Schrenk + Lübbers Handelsgesellschaft mbH', 'Auf dem Bühl 16', '78120', 'Furtwangen')",+49 (07723) 1387,+49 (07723) 1387,,,USL Schrenk + Lübbers Handelsgesellschaft mbH,Furtwangen,../branchenbuch/branche_51.47.4.php,"HRB 611617, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
95,"('Blumen-Sauter - Inhaber: Dietmar Sauter e.K.', 'Baumannstrasse 20', '78120', 'Furtwangen')",+49 (07723) 7406,+49 (07723) 5393,,,Blumen-Sauter - Inhaber: Dietmar Sauter e.K.,Furtwangen,../branchenbuch/branche_52.49.1.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Dietmar Sauter,,,
96,"('Franz Sauter Verwaltungs-GmbH', 'Jahnstrasse 18', '78120', 'Furtwangen')",+49 (07723) 4537,+49 (07723) 5112,,,Franz Sauter Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611417, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
97,"('Karl Leitz Medien e.K', 'Bismarckstrasse 6', '78120', 'Furtwangen')",+49 (07723) 2098,+49 (07723) 3360,,,Karl Leitz Medien e.K,Furtwangen,../branchenbuch/branche_22.22.php,"HRA 610462, Amtsgericht Freiburg",,,,
98,"('Kaufhaus Eduard Hug - Inhaber: Rolf Hug e.K.', 'Schulstrasse 2', '78120', 'Furtwangen')",+49 (07723) 7304,+49 (07723) 5196,,,Kaufhaus Eduard Hug - Inhaber: Rolf Hug e.K.,Furtwangen,../branchenbuch/branche_52.1.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Rolf Hug,,,
99,"('Reiner Verwaltungsgesellschaft mbH', 'Baumannstrasse 16', '78120', 'Furtwangen')",+49 (07723) 6570,+49 (07723) 657200,,,Reiner Verwaltungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611029, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
100,"('tw-elektric Horst Müller Verwaltungs GmbH', 'Reibschental 45/1', '78120', 'Furtwangen')",+49 (07723) 93320,,,,tw-elektric Horst Müller Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611837, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2005,,
101,"('tw-elektric Horst Müller Beteiligungs GmbH', 'Reibschental 45/1', '78120', 'Furtwangen')",+49 (07723) 93320,,,,tw-elektric Horst Müller Beteiligungs GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611838, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2005,,
102,"('Autohaus Artur Faude - Inhaber: Rainer Faude', 'Triberger Strasse 13', '78120', 'Furtwangen')",+49 (07723) 2011,+49 (07723) 4531,,,Autohaus Artur Faude - Inhaber: Rainer Faude,Furtwangen,../branchenbuch/branche_50.1.php,Rainer Faude,,,,
103,"('Dilger GmbH + Co. KG', 'Hinterschützenbach 2b', '78120', 'Furtwangen')",+49 (07723) 2250,+49 (07723) 5250,,,Dilger GmbH + Co. KG,Furtwangen,../branchenbuch/branche_52.46.3.php,"HRA 610894, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
104,"('DreiGe Projektentwicklungs GmbH + Co. KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe Projektentwicklungs GmbH + Co. KG,Furtwangen,../branchenbuch/branche_74.24.php,"HRA 700282, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
105,"('GfS Gesellschaft für Sicherheitssysteme mbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,GfS Gesellschaft für Sicherheitssysteme mbH,Furtwangen,../branchenbuch/branche_32.2.php,"HRB 611483, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
106,"('Grundstücks + Wohnbau GmbH', 'Carl-Diem-Strasse 14', '78120', 'Furtwangen')",+49 (07723) 929222,,,,Grundstücks + Wohnbau GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611803, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
107,"('Grundstücks + Wohnbau GmbH + Co. KG Immobilien', 'Carl-Diem-Strasse 14', '78120', 'Furtwangen')",+49 (07723) 929222,,,,Grundstücks + Wohnbau GmbH + Co. KG Immobilien,Furtwangen,../branchenbuch/branche_45.21.2.php,"HRA 610869, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
108,"('Heinrich Sauter, Fabrik technischer Federn GmbH', 'Goethestrasse 22', '78120', 'Furtwangen')",+49 (07723) 93360,+49 (07723) 933636,,,"Heinrich Sauter, Fabrik technischer Federn GmbH",Furtwangen,../branchenbuch/branche_28.74.3.php,"HRB 611303, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
109,"('MB Holding GmbH', 'Wendelhofstrasse 6', '78120', 'Furtwangen')",+49 (07723) 9250,,,,MB Holding GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611844, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
110,"('SB Siedle Beteiligung GmbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,SB Siedle Beteiligung GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611615, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
111,"('Schuhhaus Rapp GmbH', 'Marktplatz 25', '78120', 'Furtwangen')",+49 (07723) 2307,+49 (07723) 4784,,,Schuhhaus Rapp GmbH,Furtwangen,../branchenbuch/branche_52.43.1.php,"HRB 611814, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
112,"('SI Siedle International GmbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,SI Siedle International GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611614, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
113,"('Steinmetz-Werkstatt Franki - Inhaber: Nicolas Zimmermann', 'Kirnerstrasse 5', '78120', 'Furtwangen')",+49 (07723) 913100,+49 (07723) 503572,,,Steinmetz-Werkstatt Franki - Inhaber: Nicolas Zimmermann,Furtwangen,../branchenbuch/branche_26.71.php,Nicolas Zimmermann,,,,
114,"('Confiserie-Cafe-Conditorei Mayerhöfer e.K.', 'Marktplatz 16', '78120', 'Furtwangen')",+49 (07723) 7842,+49 (07723) 7536,,,Confiserie-Cafe-Conditorei Mayerhöfer e.K.,Furtwangen,../branchenbuch/branche_15.84.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,,
115,"('Dilger KG', 'Hinterschützenbach 2', '78120', 'Furtwangen')",+49 (07723) 2250,+49 (07723) 5250,,,Dilger KG,Furtwangen,../branchenbuch/branche_52.48.1.php,KG: Kommanditgesellschaft,,,,
116,"('DreiGe Verwaltungs-GmbH', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 700562, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
117,"('E. Dold + Söhne Beteiligungs GmbH', 'Bregstrasse 18', '78120', 'Furtwangen')",+49 (07723) 6540,,,,E. Dold + Söhne Beteiligungs GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"HRB 611648, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
118,"('Emil Aydt Schuhwarenhaus - Inhaber: Waltraud Pahling e.K.', 'Wilhelmstrasse 8', '78120', 'Furtwangen')",+49 (07723) 7850,,,,Emil Aydt Schuhwarenhaus - Inhaber: Waltraud Pahling e.K.,Furtwangen,../branchenbuch/branche_52.43.1.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Waltraud Pahling,,,
119,"('FGQ-Control GmbH Kalibrierdienst für mechanische, elektrische + physikalische Messgrössen', 'Wendelhofstrasse 6', '78120', 'Furtwangen')",+49 (07723) 91040,+49 (07723) 91042,,,"FGQ-Control GmbH Kalibrierdienst für mechanische, elektrische + physikalische Messgrössen",Furtwangen,,GmbH: Gesellschaft mit beschränkter Haftung,,,,
120,"('Grundstücks- + Wohnbau GmbH + Co. KG', 'Carl-Diem-Strasse 14', '78120', 'Furtwangen')",+49 (07723) 929222,+49 (07723) 929223,,,Grundstücks- + Wohnbau GmbH + Co. KG,Furtwangen,../branchenbuch/branche_45.21.2.php,GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,,
121,"('HJP - MULTIMEDIA GmbH', 'Hintereck 8', '78120', 'Furtwangen')",+49 (07723) 912021,+49 (07723) 912022,,,HJP - MULTIMEDIA GmbH,Furtwangen,../branchenbuch/branche_72.3.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
122,"('Horray Kapitalverwaltungsgesellschaft mbH', 'Baumannstrasse 16', '78120', 'Furtwangen')",+49 (07723) 93260,,,,Horray Kapitalverwaltungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 610969, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
123,"('IP Systeme Verwaltungsgesellschaft für Bildverarbeitung mbH', 'Baumannstrasse 16', '78120', 'Furtwangen')",+49 (07723) 6570,,,,IP Systeme Verwaltungsgesellschaft für Bildverarbeitung mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611519, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
124,"('Ketterer Verwaltungsgesellschaft mbH', 'Am Bahnhof 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,Ketterer Verwaltungsgesellschaft mbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 610984, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
125,"('Koepfer Maschinenbau Verwaltungs GmbH', 'Josef-Koepfer-Strasse 8', '78120', 'Furtwangen')",+49 (07723) 6550,,,,Koepfer Maschinenbau Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_29.42.php,"HRB 611638, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
126,"('Linden-Apotheke Klaus Rapp e.K.', 'Wilhelmstrasse 3', '78120', 'Furtwangen')",+49 (07723) 93170,+49 (07723) 931711,,,Linden-Apotheke Klaus Rapp e.K.,Furtwangen,../branchenbuch/branche_52.31.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,,
127,"('Markus Müller Verwaltungs GmbH', 'Lochhofstrasse 4', '78120', 'Furtwangen')",+49 (07723) 7446,,,,Markus Müller Verwaltungs GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611677, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
128,"('M+K OHG', 'Rössleplatz 3', '78120', 'Furtwangen')",+49 (07723) 929080,+49 (07723) 929083,,,M+K OHG,Furtwangen,../branchenbuch/branche_55.41.php,OHG: Offene Handelsgesellschaft,,,,
129,"('Oskar Herr Antriebstechnik e.K.', 'Triberger Strasse 2', '78120', 'Furtwangen')",+49 (07723) 5044990,+49 (07723) 4275,,,Oskar Herr Antriebstechnik e.K.,Furtwangen,../branchenbuch/branche_29.14.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,,
130,"('Plug in OHG Vertrieb von Unterhaltungselektronik Bürokommunikationstechnik', 'Wilhelmstrasse 7-9', '78120', 'Furtwangen')",+49 (07723) 914395,+49 (07723) 914397,,,Plug in OHG Vertrieb von Unterhaltungselektronik Bürokommunikationstechnik,Furtwangen,../branchenbuch/branche_52.45.2.php,OHG: Offene Handelsgesellschaft,,,,
131,"('Quick Drain Deutschland Ufficio da bagno Agentur für Badkultur e.K.', 'Josef-Dorer-Strasse 13', '78120', 'Furtwangen')",+49 (07723) 929165,+49 (07723) 929166,,,Quick Drain Deutschland Ufficio da bagno Agentur für Badkultur e.K.,Furtwangen,../branchenbuch/branche_51.54.3.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,,
132,"('Reiner Kartengeräte Verwaltungs-GmbH', 'Baumannstrasse 16', '78120', 'Furtwangen')",+49 (07723) 6570,,,,Reiner Kartengeräte Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"HRB 611550, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
133,"('S1 Beteiligungsverwaltung GmbH + Co. KG', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 63 0,,,,S1 Beteiligungsverwaltung GmbH + Co. KG,Furtwangen,../branchenbuch/branche_74.15.php,"HRA 610907, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
