,Address,Telephone,Fax_number,Email,Internet,Ofizieller Name,Hauptsitz,Branche,Unternehmensgegenstand,Handelsregister,Rechtsform,Firmengründung,Stammkapital
51,"('Institut für Pädagogikmanagement gGmbH', 'Schabelweg 4-6', '78073', 'Bad Dürrheim')",+49 (07726) 37878260,,,,Institut für Pädagogikmanagement gGmbH,Bad Dürrheim,../branchenbuch/branche_85.3.php,"Gegenstand des Unternehmens ist die Gesellschaft verfolgt den Zweck, dass das Wissen um praktische Ansätze aus der Arbeit mit Strassenkindern, Jugendlichen sowie jungen Erwachsenen in Notlagen und/oder mit geringem oder fehlendem familiären Halt in der Ausbildung pädagogischen Fachpersonals Eingang findet. Weiterhin soll die Gesellschaft die wissenschaftlichen Erkenntnisse zum Thema Kinder, Jugendliche und junge Erwachsene in aktuellen Notlagen und/oder mit geringem oder fehlendem familiären Halt fördern. Auch die wissenschaftliche Begleitung der Aus- und Weiterbildung von Pädagogen, insbesondere von Erziehern, soll gefördert werden. Die Gesellschaft verfolgt damit ausschliesslich und unmittelbar gemeinnützige Zwecke im Sinne des Abschnitts Steuerbegünstigte Zwecke der Abgabenordnung (AO).","HRB 703938, Amtsgericht Freiburg",gGmbH: Gemeinnützige Gesellschaft mit beschränkter Haftung,,
52,"('Ketterer Geschäftsführungs - UG (haftungsbeschränkt)', 'Schwenninger Strasse 8', '78073', 'Bad Dürrheim')",,,,,Ketterer Geschäftsführungs - UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"Gegenstand des Unternehmens ist die Übernahme der Verwaltung von Beteiligungen sowie der persönlichen Haftung und der Geschäftsführung bei Gesellschaften, insbesondere die Beteiligung als persönlich haftende Gesellschafterin an der Kommanditgesellschaft unter der Firma Ketterer Grundstücksverwaltung GmbH & Co. KG - künftig infolge Änderung der Firma, die Ketterer Grundstücksverwaltung Unternehmergesellschaft (haftungsbeschränkt) & Co. KG - mit dem Sitz in Bad Dürrheim.","HRB 704453, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,
53,"('Medizinisches Versorgungs Zentrum Bad Dürrheim GmbH', 'Salinenweg 2', '78073', 'Bad Dürrheim')",+49 (07726) 630,,,,Medizinisches Versorgungs Zentrum Bad Dürrheim GmbH,Bad Dürrheim,../branchenbuch/branche_85.14.6.php,"Gegenstand des Unternehmens ist der Betrieb eines Medizinischen Versorgungszentrums im Sinne des § 95 SGB V, insbesondere im Rahmen der vertragsärztlichen und privatärztlichen Versorgung sowie der sonstigen ärztlichen Tätigkeiten.","HRB 703806, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
54,"('Multi Data System GmbH', 'Tuninger Strasse 36', '78073', 'Bad Dürrheim')",+49 (07706) 92070,,,,Multi Data System GmbH,Bad Dürrheim,../branchenbuch/branche_32.1.php,"Entwicklung, Montage, Vertrieb, Schulung, Planung, Wartung, Installation von elektronischen Bauteilen und Herstellen von Prototypen und Seriengeräten und deren Software.","HRB 702101, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
55,"('Off Road Kids Jugendhilfe gGmbH', 'Schabelweg 4-6', '78073', 'Bad Dürrheim')",+49 (07726) 378780,,,,Off Road Kids Jugendhilfe gGmbH,Bad Dürrheim,../branchenbuch/branche_85.3.php,"bedürftigen Kindern, Jugendlichen und jungen Erwachsenen in Notlagen und/oder mit geringem oder fehlendem familiären Halt zu helfen und dazu beizutragen, dass sich die Situation dieser Personen langfristig und nachhaltig verbessert. Die Gesellschaft verfolgt damit ausschliesslich und unmittelbar gemeinnützige und mildtätige Zwecke im Sinne des Abschnitts Steuerbegünstigte Zwecke der Abgabenordnung (AO).","HRB 703940, Amtsgericht Freiburg",gGmbH: Gemeinnützige Gesellschaft mit beschränkter Haftung,,
56,"('PT Energiefonds Bad Dürrheim GmbH + Co. KG', 'Zehntstrasse 1', '78073', 'Bad Dürrheim')",,,,,PT Energiefonds Bad Dürrheim GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_40.11.3.php,"HRA 702532, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2011,,
57,"('BeautyCon GmbH', 'Villinger Strasse 23', '78073', 'Bad Dürrheim')",,,,,BeautyCon GmbH,Bad Dürrheim,../branchenbuch/branche_74.14.1.php,"Marketing, Consulting und Vertrieb von Körperpflege-, Kosmetik-, Diät- und sonstigen Produkten für Mensch und Tier sowie die Beratung und Vermittlung internationaler Handelskontakte für Firmen, die solche Produkte herstellen.","HRB 706774, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,
58,"('Bytes + Building GmbH', 'Auf Stocken 8', '78073', 'Bad Dürrheim')",+49 (07726) 92200,+49 (07726) 922099,mailto:info@cadinsider.de,http://www.cadinsider.de,Bytes + Building GmbH,Bad Dürrheim,../branchenbuch/branche_62.php,"HRB 601453, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
59,"('Elektro Marx Verwaltungs-UG (haftungsbeschränkt)', 'Schulstrasse 9 a', '78073', 'Bad Dürrheim')",,,,,Elektro Marx Verwaltungs-UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"Gegenstand des Unternehmens ist der Erwerb und die Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin an der Elektro Marx UG (haftungsbeschränkt) & Co. KG, Nusplingen.","HRB 707298, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2011,
60,"('imtech GmbH + Co. KG', 'Tannweg 2', '78073', 'Bad Dürrheim')",+49 (07726) 93890,+49 (07726) 938918,mailto:ds@imtech-drehteile.eu,http://www.imtech-drehteile.eu,imtech GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_28.52.3.php,"HRA 602819, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
61,"('MEDIA MARKT TV-HiFi-Elektro GmbH', 'Schwenninger Strasse 38', '78073', 'Bad Dürrheim')",+49 (07726) 9260,+49 (07726) 926403,,http://www.mediamarkt.de,MEDIA MARKT TV-HiFi-Elektro GmbH,Bad Dürrheim,../branchenbuch/branche_52.45.php,"HRB 601361, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
62,"('AH Automobile GmbH', 'Carl-Friedrich-Benz-Strasse 10', '78073', 'Bad Dürrheim')",,,,,AH Automobile GmbH,Bad Dürrheim,../branchenbuch/branche_50.1.php,"Gegenstand des Unternehmens ist der Betrieb einer Kfz-Werkstatt, der Autohandel, Abschleppdienst und Pannenhilfe, Autovermietung sowie Transportleistungen mit Fahrzeugen bis zu 3,5 t.","HRB 701775, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
63,"('Heinz Schnekenburger KG', 'In Kehlen 6', '78073', 'Bad Dürrheim')",+49 (07706) 92020,,,,Heinz Schnekenburger KG,Bad Dürrheim,../branchenbuch/branche_93.5.php,"HRA 701144, Amtsgericht Freiburg",KG: Kommanditgesellschaft,,,
64,"('MGE Drehtec Verbindungselemente GmbH', 'Scheffelstrasse 16', '78073', 'Bad Dürrheim')",+49 (07726) 92060,+49 (07726) 389510,mailto:mge-drehtec@kabelbw.de,,MGE Drehtec Verbindungselemente GmbH,Bad Dürrheim,../branchenbuch/branche_51.54.4.php,"HRB 602576, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
65,"('Misapor Management AG', 'Schroteln 4', '78073', 'Bad Dürrheim')",,,,,Misapor Management AG,Bad Dürrheim,,"HRB 705340, Amtsgericht Freiburg",AG: Aktiengesellschaft,2010,,
66,"('Rohrreinigung Morlok Ltd.', 'Salzstrasse 4', '78073', 'Bad Dürrheim')",,,,,Rohrreinigung Morlok Ltd.,Bad Dürrheim,,"HRB 703458, Amtsgericht Freiburg",Ltd.: Limited,,,
67,"('TBU Transport-Beton-Union GmbH + Co. KG', 'Viktoriastrasse 15', '78073', 'Bad Dürrheim')",+49 (07726) 94883,+49 (07726) 948855,mailto:tbu-beton@t-online.de,,TBU Transport-Beton-Union GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_26.63.php,"HRA 602697, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
68,"('Turn- + Sportverein 1931 Oberbaldingen e.V.', '', '78073', 'Bad Dürrheim')",+49 (07706) 1459,,,,Turn- + Sportverein 1931 Oberbaldingen e.V.,Bad Dürrheim,../branchenbuch/branche_92.62.1.php,e.V.: Eingetragener Verein,,,,
69,"('Elektro Marx UG (haftungsbeschränkt) + Co. KG', 'Schulstrasse 9 a', '78073', 'Bad Dürrheim')",,,,,Elektro Marx UG (haftungsbeschränkt) + Co. KG,Bad Dürrheim,../branchenbuch/branche_45.31.php,"HRA 702525, Amtsgericht Freiburg",KG: Kommanditgesellschaft,2011,,
70,"('Espan - Klinik Kliniken Benner GmbH + Co. KG', 'Gartenstrasse 9', '78073', 'Bad Dürrheim')",+49 (07726) 65 0,+49 (07726) 9395932,,http://www.espan-klinik.de,Espan - Klinik Kliniken Benner GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_85.11.php,GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,,
71,"('Hänslehof Mutter-Vater-Kind-Kurklinik GmbH', 'Hofstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 667 0,+49 (07726) 667 555,,http://www.haenslehof.de,Hänslehof Mutter-Vater-Kind-Kurklinik GmbH,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
72,"('Karolushaus Bad Dürrheim GmbH', 'Luisenstrasse 14', '78073', 'Bad Dürrheim')",+49 (07726) 6603 0,+49 (07726) 6603 119,,http://www.rehakliniken.de,Karolushaus Bad Dürrheim GmbH,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
73,"('Kurklinik Limberger KG', 'Hammerbühlstrasse 5', '78073', 'Bad Dürrheim')",+49 (07726) 664 0,+49 (07726) 664 114,,http://www.kurklinik-limberger.de,Kurklinik Limberger KG,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,KG: Kommanditgesellschaft,,,,
74,"('Kurklinik Waldeck GmbH + Co.', 'Waldstrasse 18', '78073', 'Bad Dürrheim')",+49 (07726) 663100,+49 (07726) 8001,,http://www.klinik-waldeck.com,Kurklinik Waldeck GmbH + Co.,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
75,"('Vital-Kliniken GmbH', 'Hammerbühlstrasse 4', '78073', 'Bad Dürrheim')",+49 (07726) 665 0,+49 (07726) 665 834,,http://www.vital-kliniken.de,Vital-Kliniken GmbH,Bad Dürrheim,../branchenbuch/branche_85.11.php,GmbH: Gesellschaft mit beschränkter Haftung,,,,
76,"('1-2-3... Brille GmbH', 'Dieselstrasse 1', '78073', 'Bad Dürrheim')",+49 (07726) 5739,+49 (07726) 5768,,,1-2-3... Brille GmbH,Bad Dürrheim,../branchenbuch/branche_52.49.3.php,"HRB 602859, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
77,"('aku GmbH', 'Sonnenstrasse 19', '78073', 'Bad Dürrheim')",+49 (07726) 4515,+49 (07726) 4048,,,aku GmbH,Bad Dürrheim,../branchenbuch/branche_74.14.1.php,"HRB 602826, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
78,"('Benner´s Hotel GmbH + Co. KG', 'Gartenstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 65900,+49 (07726) 7285,,,Benner´s Hotel GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_55.11.php,"HRA 602643, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
79,"('BPB Beraten-Planen-Betreuen Wörner - Inhaber: Gerhard Wörner e.K.', 'Salzstrasse 1', '78073', 'Bad Dürrheim')",+49 (07726) 977939,+49 (07726) 977946,,,BPB Beraten-Planen-Betreuen Wörner - Inhaber: Gerhard Wörner e.K.,Bad Dürrheim,../branchenbuch/branche_74.25.php,"HRA 602450, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Gerhard Wörner,,
80,"('CAD Partner GmbH', 'Viktoriastrasse 7', '78073', 'Bad Dürrheim')",+49 (07726) 92200,+49 (07726) 922099,mailto:info@cadinsider.de,http://www.cadinsider.de,CAD Partner GmbH,Bad Dürrheim,,,,,,
81,"('Casa Vitale Betreuungs GmbH', 'Salinenstrasse 32', '78073', 'Bad Dürrheim')",+49 (07726) 92240,+49 (07726) 922469,,,Casa Vitale Betreuungs GmbH,Bad Dürrheim,../branchenbuch/branche_85.32.6.php,"HRB 602431, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
82,"('Christel GmbH', 'Karl-Friedrich-Benz-Strasse 6', '78073', 'Bad Dürrheim')",+49 (07726) 92020,+49 (07726) 920250,,,Christel GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 600408, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
83,"('Daten-Service GmbH', 'Ludwigstrasse 17', '78073', 'Bad Dürrheim')",+49 (07720) 85050,+49 (07720) 850550,,,Daten-Service GmbH,Bad Dürrheim,../branchenbuch/branche_51.84.php,"HRB 600594, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
84,"('Dental-Depot Hanisch GmbH', 'Waldhornstrasse 13', '78073', 'Bad Dürrheim')",+49 (07706) 1055,+49 (07706) 5750,,,Dental-Depot Hanisch GmbH,Bad Dürrheim,../branchenbuch/branche_51.46.3.php,"HRB 600718, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
85,"('Engesser Präzisionsdrehteile GmbH + Co. KG', 'Donaustrasse 10', '78073', 'Bad Dürrheim')",+49 (07706) 405,+49 (07706) 5798,,,Engesser Präzisionsdrehteile GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_28.62.4.php,"HRA 602632, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
86,"('GAG GmbH + Co. KG', 'Carl-Zeiss-Strasse 17', '78073', 'Bad Dürrheim')",+49 (07726) 37070,+49 (07726) 37077,,,GAG GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_74.87.2.php,"HRA 601046, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
87,"('Haas Präzisionstechnik GmbH', 'Carl-Zeiss-Strasse 17', '78073', 'Bad Dürrheim')",+49 (07726) 37070,+49 (07726) 370777,,,Haas Präzisionstechnik GmbH,Bad Dürrheim,../branchenbuch/branche_29.14.php,"HRB 600497, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
88,"('Hänslehof GmbH', 'Hofstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 6670,+49 (07726) 667555,,,Hänslehof GmbH,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,"HRB 601292, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
89,"('Haus der Mode Egon Dehner - Inhaber: Barbara Dehner e.K.', 'Friedrichstrasse 14', '78073', 'Bad Dürrheim')",+49 (07726) 292,,,,Haus der Mode Egon Dehner - Inhaber: Barbara Dehner e.K.,Bad Dürrheim,../branchenbuch/branche_52.42.php,"HRA 601807, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Barbara Dehner,,
90,"('Kaiser GmbH + Co. KG', 'Goethestrasse 20', '78073', 'Bad Dürrheim')",+49 (07720) 97060,+49 (07720) 970666,,,Kaiser GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_33.5.php,"HRA 602289, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
91,"('Karlheinz Rufener Einrichtungs-Collectionen GmbH', 'Am Sunthauser Weg 10', '78073', 'Bad Dürrheim')",+49 (07726) 8069,+49 (07726) 8200,,,Karlheinz Rufener Einrichtungs-Collectionen GmbH,Bad Dürrheim,../branchenbuch/branche_51.15.1.php,"HRB 600550, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
92,"('KILIAN GMBH GARTEN- UND LANDSCHAFTSBAU', 'Schweizer Strasse 12/1', '78073', 'Bad Dürrheim')",+49 (07726) 91300,+49 (07726) 91302,,,KILIAN GMBH GARTEN- UND LANDSCHAFTSBAU,Bad Dürrheim,../branchenbuch/branche_01.4.php,"HRB 601797, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
93,"('Kleinhans - Holz GmbH', 'Hauptstrasse 28', '78073', 'Bad Dürrheim')",+49 (07706) 216,+49 (07706) 5469,,,Kleinhans - Holz GmbH,Bad Dürrheim,../branchenbuch/branche_20.1.php,"HRB 601556, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
94,"('Luisenklinik', 'Luisenstrasse 56', '78073', 'Bad Dürrheim')",+49 (07726) 668 4,+49 (07726) 668 010,,http://www.luisenklinik.de,Luisenklinik,Bad Dürrheim,../branchenbuch/branche_85.11.php,,,,,
95,"('MAG Management Assistance GmbH', 'Karlstrasse 38', '78073', 'Bad Dürrheim')",+49 (07726) 92070,+49 (07726) 920711,,,MAG Management Assistance GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.php,"HRB 602285, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
96,"('Maier GmbH', 'In Kehlen 1', '78073', 'Bad Dürrheim')",+49 (07706) 929990,+49 (07706) 929997,,,Maier GmbH,Bad Dürrheim,../branchenbuch/branche_45.33.php,"HRB 601229, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
97,"('Manger Dental GmbH', 'Hansjakobweg 7 a', '78073', 'Bad Dürrheim')",+49 (07726) 8096,+49 (07726) 4004,,,Manger Dental GmbH,Bad Dürrheim,../branchenbuch/branche_33.14.php,"HRB 601740, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
98,"('Martin Gutenkunst GmbH', 'Viktoriastrasse 15', '78073', 'Bad Dürrheim')",+49 (07726) 92350,+49 (07726) 923516,,,Martin Gutenkunst GmbH,Bad Dürrheim,../branchenbuch/branche_67.22.php,"HRB 602936, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
99,"('Multi-Data-Elektronik GmbH', 'Fritz-Kiehn-Strasse 30', '78073', 'Bad Dürrheim')",+49 (07706) 9207 0,+49 (07706) 5467,,,Multi-Data-Elektronik GmbH,Bad Dürrheim,../branchenbuch/branche_32.1.php,"HRB 601186, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
100,"('NOACK STEUERBERATUNGSGESELLSCHAFT MBH', 'Gehrenstrasse 18', '78073', 'Bad Dürrheim')",+49 (07706) 92000,+49 (07706) 920050,,,NOACK STEUERBERATUNGSGESELLSCHAFT MBH,Bad Dürrheim (Ortsteil Sunthausen),../branchenbuch/branche_74.12.3.php,"HRB 601359, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
101,"('OKA-Tech GmbH', 'Bergweg 7', '78073', 'Bad Dürrheim')",+49 (07726) 939570,+49 (07726) 939575,,,OKA-Tech GmbH,Bad Dürrheim,../branchenbuch/branche_25.24.php,"HRB 602929, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
102,"('Rehaklinik Irma', 'Luisenstrasse 2', '78073', 'Bad Dürrheim')",+49 (07726) 936 0,+49 (07726) 936 444,,http://www.reha-klinik-irma.de,Rehaklinik Irma,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,,,,,
103,"('Residenz Waldrain GmbH', 'Am Waldrain 6', '78073', 'Bad Dürrheim')",+49 (07726) 939836,+49 (07726) 939837,,,Residenz Waldrain GmbH,Bad Dürrheim,../branchenbuch/branche_55.23.3.php,"HRB 602897, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
104,"('Sieb-Office Ltd. + Co. KG', 'Auf Stocken 20', '78073', 'Bad Dürrheim')",,,,,Sieb-Office Ltd. + Co. KG,Bad Dürrheim,,Ltd. + Co. KG: Limited und Compagnie Kommanditgesellschaft,2007,,,
105,"('SMB Schnekenburger GmbH Metall-Blechtechnik', 'In Kehlen 6', '78073', 'Bad Dürrheim')",+49 (07706) 92020,+49 (07706) 920299,,,SMB Schnekenburger GmbH Metall-Blechtechnik,Bad Dürrheim,../branchenbuch/branche_27.3.php,"HRB 601961, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
106,"('Treuhand Rebholz GmbH', 'Viktoriastrasse 9', '78073', 'Bad Dürrheim')",+49 (07726) 92100,+49 (07726) 921050,,,Treuhand Rebholz GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 601070, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
107,"('Volker Huber Bauunternehmung GmbH', 'Burgstrasse 10', '78073', 'Bad Dürrheim')",+49 (07706) 922767,+49 (07706) 922768,,,Volker Huber Bauunternehmung GmbH,Bad Dürrheim,../branchenbuch/branche_45.21.1.php,"HRB 602067, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
108,"('Vora - Hotel- + Gaststätten-Betriebsgesellschaft mbH', 'Am Salinensee 1', '78073', 'Bad Dürrheim')",+49 (07726) 37050,+49 (07726) 3705255,,,Vora - Hotel- + Gaststätten-Betriebsgesellschaft mbH,Bad Dürrheim,../branchenbuch/branche_55.13.php,"HRB 601325, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
109,"('Wirth Transport GmbH', 'Gomstelstrasse 1/1', '78073', 'Bad Dürrheim')",+49 (07706) 922865,+49 (07706) 922866,,,Wirth Transport GmbH,Bad Dürrheim (Ortsteil Unterbaldingen),../branchenbuch/branche_60.24.php,"HRB 602668, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
110,"('Zimmermann Uhrengehäuse GmbH', 'Dieselstrasse 5', '78073', 'Bad Dürrheim')",+49 (07726) 8604,+49 (07726) 5700,,,Zimmermann Uhrengehäuse GmbH,Bad Dürrheim,../branchenbuch/branche_28.52.1.php,"HRB 602864, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
111,"('A + A Immobilienbesitz und Dienstleistungs Verwaltungs-GmbH', 'Hofstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 6670,+49 (07726) 667555,,,A + A Immobilienbesitz und Dienstleistungs Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_93.5.php,"HRB 602002, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
112,"('Bad Dürrheimer Mineralbrunnen Verwaltungs-GmbH', 'Seestrasse 11', '78073', 'Bad Dürrheim')",+49 (07726) 66090,+49 (07726) 660995,,,Bad Dürrheimer Mineralbrunnen Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 600929, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
113,"('Gensmantel Metallhandel KG', 'Hörnle 19', '78073', 'Bad Dürrheim')",+49 (07706) 754,+49 (07706) 922924,,,Gensmantel Metallhandel KG,Bad Dürrheim,../branchenbuch/branche_51.57.php,"HRA 602840, Amtsgericht Freiburg",,,,
114,"('InterCard GmbH Systemelectronic', 'Mühlenstrasse 2', '78073', 'Bad Dürrheim')",+49 (07706) 92040,+49 (07706) 5765,mailto:info@intercard-se.de,http://www.intercard-se.de,InterCard GmbH Systemelectronic,Bad Dürrheim,../branchenbuch/branche_32.1.php,"HRB 600532, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
115,"('Ketterer GmbH + Co. KG', 'Schwenninger Strasse 10', '78073', 'Bad Dürrheim')",+49 (07726) 92000,+49 (07726) 920090,,,Ketterer GmbH + Co. KG,Bad Dürrheim,,GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,1949,,,
116,"('Ketterer - Verwaltungs-GmbH', 'Schwenninger Strasse 10', '78073', 'Bad Dürrheim')",+49 (07726) 92000,,,,Ketterer - Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 600216, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,1972,,
117,"('Reha-Klinik IRMA - Inhaber: Alice Scheffel e.K.', 'Luisenstrasse 2', '78073', 'Bad Dürrheim')",+49 (07726) 9360,+49 (07726) 93644,,,Reha-Klinik IRMA - Inhaber: Alice Scheffel e.K.,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),Alice Scheffel,,,
118,"('SBKP Verwaltungs-GmbH', 'Zehntstrasse 1', '78073', 'Bad Dürrheim')",+49 (07726) 921066,+49 (07726) 9210961,,,SBKP Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.25.php,"HRB 602974, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
119,"('TBU Transport-Beton-Union Verwaltungs-GmbH', 'Viktoriastrasse 15', '78073', 'Bad Dürrheim')",+49 (07726) 94883,+49 (07726) 948855,,,TBU Transport-Beton-Union Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 602858, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
120,"('Waldeck Klinik Verwaltungs GmbH', 'Waldstrasse 18', '78073', 'Bad Dürrheim')",+49 (07726) 663119,+49 (07726) 8006,,,Waldeck Klinik Verwaltungs GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,"HRB 601035, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
121,"('A + A Immobilienbesitz und Dienstleistungs GmbH + Co. KG', 'Hofstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 6670,,,,A + A Immobilienbesitz und Dienstleistungs GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_70.31.php,"HRA 602324, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
122,"('Alice Scheffel GmbH + Co. KG', 'Luisenstrasse 2', '78073', 'Bad Dürrheim')",+49 (07726) 9360,,,,Alice Scheffel GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_74.87.8.php,"HRA 602563, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
