,Name,Email
475,Awearable GmbH,contact@awearable.eu
476,Sanna Lindström GmbH,hej@sannalindstroem.de
477,Givn Berlin Stoffbruch Fair Fashion GmbH,info@givnberlin.com
478,toolly Einzelunternehmen,tomo@toolly.de
479,Marin et Marine GBR,hello@marinetmarine.com
480,Jurtenleder UG,info@jurtenleder.com
481,Pantolinos Manufaktur GmbH,info@pantolinos.de
482,Lila Lämmchen GmbH,service@lilalaemmchen-shop.de
483,Engel GmbH,info@engel-natur.de
484,KATTUN-Stoffe.de Einzelunternehmen,info@kattun-stoffe.de
485,Naturzwerge Kindermode Einzelunternehmen,info@naturzwerge-kindermode.de
486,Cottonbudbaby Relenda GmbH,service@cottonbudbaby.com
487,petit cochon Manufaktur GmbH,kontakt@petit-co.com
488,Hug & Grow e. K.,hallo@hug-and-grow.de
489,Wecando Group Großhandels GmbH,mail@vuelove-shop.de
490,Orbasics GmbH,hi@orbasics.com
491,Kalima Einzelunternehmen,info@kalima-design.de
492,m23 sports & fashion UG (haftungsbeschränkt),info@m23.store
493,pos.sei.mo Marianne Birkenfeld Einzelfirma,info@posseimo.de
494,QWSTION AG,wecare@qwstion.com
495,Living Crafts GmbH & Co. KG,info@livingcrafts.de
496,Rheinufer e.K.,service@rheinufer.net
497,Vegamina Einzelunternehmen,info@vegamina.de
498,fairtragen GmbH,kontakt@fairtragen.de
499,dedics UG,info@evidend.de
500,Spangeltangel (Peggy Albrecht Diplomdesignerin) Einzelunternehmen,info@spangeltangel.de
501,SALZWASSER GmbH,info@salzwasser.eu
502,TRANQUILLO GmbH,info@tranquillo-shop.de
503,MONTREET EPU,office@montreet.net
504,Kiglu GmbH,hallo@kiglu.de
505,anlovia-oh so wooly einzelunternehmen,info@anlovia-wolle.de
506,Kaipara - Merino Sportswear GmbH,info@kaipara.de
507,Kultgut GbR,kultgut@mail.de
508,GIRO - LIVE FOR THIS GmbH,info@giro-sports.com
509,WeeDo funwear GmbH GmbH,sales@weedo.de
510,Waschbär GmbH GmbH,kundenservice@waschbaer.de
511,NOAH - Italian Vegan Shoes Einzelunternehmer,contact@noah-shop.com
512,WeltPartner eG eingetragene Genossenschaft,info@weltpartner.de
513,ALPIN LOACKER GmbH GmbH,felix@alpinloacker.at
514,Kulmine e. K.,post@kulmine.de
515,Wollstube am Lesumer Bahnhof Einzelhandel,janssen@wollstube-bremen.de
516,Stadelmann Natur GbR,info@stadelmann-natur.de
517,MIRRORMONKEY Einzelunternehmen,mail@mirror-monkey.de
518,MyJama Einzelunternehmen,info@myjama.de
519,Doghammer GmbH,team@doghammer.de
520,Sterntaler GmbH,service@sterntaler.com
521,Dillysocks AG,contact@dillysocks.com
522,iQ Company AG,info@iq-uv.com
523,Carney GmbH & Co. KG,info@orangenkinder.de
524,soleash e.U.,kontakt@soleash.com
525,Barbara Betz & Volker Prößdorf GbR,info@magadi.de
526,HULKER EUROPE DISTRIBUTION s.r.o.,info@ragwear.com
527,maesh Gmbh,hellol@maesh.de
528,LANIUS GmbH,shop@lanius.com
529,vierfreunde GmbH,fraguns@kerbholz.com
530,Mey GmbH & Co. KG,info@mey.com
531,Wichtelkidz Einzelunternehmen,info@wichtelkidz.de
532,Sole Runner Einzelunternehmen,info@sole-runner.com
533,VON KRONBERG KG,info@von-kronberg.com
534,GOOD WILHELM - Clemens Burkert Einzelunternehmen,mail@goodwilhelm.com
535,bijoo Kautschuk Schmuck Einzelunternehmer,michael.niedermoser@gmail.com
536,simply love it. Einzelunternehmen,jule@simplyloveit.de
537,Avocado Store GmbH GmbH,info@avocadostore.de
538,anmila sportswear,contact@anmila.de
539,hessnatur Hess Natur-Textilien GmbH,dialog@hess-natur.de
540,pure-tex GmbH,mail@pure-pure.de
541,promavis - BIObay.de GmbH,info@biobay.de
542,entire stories GmbH,elena@entire-stories.com
543,Lilienthal Berlin GmbH,press@lilienthal.berlin
544,lille mus Einzelunternehmen von Lara Fischer,hej@lille-mus.de
545,moekafashion Einzelunternehmen,info.moekafashion@gmail.com
546,CONTIGO Fairtrade GmbH,info@contigo.de
547,bleed clothing GmbH,info@bleed-clothing.com
548,Many Mornings Adrian Morawiak Maciej Butkowski sp. k.,hello@manymornings.com
549,Secrid B.V.,info@secrid.com
550,Crawl & Clay GmbH,info@crawlandclay.com
551,SURU STUDIOS® created by Colombus Textilvertrieb GmbH,info@surustudios.com
552,DETTO FATTO Bay City Textilhandels GmbH,dettofatto-shop@fashioncenter.net
553,Senmotic 1.0 OHG,info@senmotic-shoes.eu
554,MOANINA Einzelunternehmen,kontakt@moanina.com
555,VIDAR Sport GmbH,team@vidar-sport.de
556,WOTE GmbH,hello@the-wote.com
557,littlegreenie OHG,info@littlegreenie.de
558,Clockwood - Sven Erik Stando Einzelunternehmung,sven@clockwood.net
559,Green Cotton Group Germany GmbH,info@bygreencotton.de
560,Le Shop Vegan LSV GmbH,info@leshopvegan.de
561,WAYKS / Lefas Fashion GmbH,hellowayks.com
562,PureKidz Einzelunternehmen,info@purekidz.de
563,KONTOR 1710 ac.concept GmbH & Co. KG,info@kontor1710.de
564,fuxandfriends Einzelunternehmen,info@fuxandfriends.de
565,Antonia Berndt & Julia Meinert GbR,info@antoniaberndt.de
566,ZIMMER Fahrradtaschen RAFU + ZIMMER OHG,mail@zimmer-taschen.de
567,AIRPAQ GmbH,presse@airpaq.de
568,avesu GmbH,avesu@avesu.de
569,ConvenientStyle Einzelunternehmen,info@convenientstyle.de
570,Samarali GmbH,info@samarali.eu
571,lindegger. KUESS die BRAUT GmbH,mail@kuessdiebraut.de
572,melovely GmbH & Co. KG,office@melovely.de
573,Designmob Verein in Gründung,kontakt@designmob.de
574,Ambiletics GmbH,hello@ambiletics.com
575,Lebenskleidung GbR,info@lebenskleidung.com
576,Dear Darling Berlin Einzelunternehmen,hallo@deardarling.berlin
577,Picopoc Einzelunternehmen,info@picopoc.com
578,Hirschkind supermarché Fair Fashion GmbH,info@hirschkind.de
579,supermarché Fair Fashion GmbH,info@supermarche-berlin.de
580,vincente® Einzelunternehmen,info@vincente.de
581,Biostoffe-Berlin by Julie Cocon Einzelunternehmen,info@juliecocon.de
582,SNUGATA organic kidswear Einzelunternehmerin,post@snugata.de
583,WiDDA - Sabine Kelle Einzelunternehmen,info@widda-berlin.de
584,Lasalina Einzelunternehmen,mail@lasalina.de
585,LOVECO GmbH,hello@loveco-shop.de
586,The Fair Cottage Einzelhandeln,info@thefaircottage.com
587,kula Einzelunternehmen,info@kula.shoes
588,ORONDA Fair Trade Goldschmiede .... Stefanie Holtz und Jürgen Krause GbR,post@oronda.de
589,t7berlin Einzelkauffrau,lp@t7berlin.com
590,Suit For Good BABAKOTO UG,hello@suitsforgood.com
591,CharLe - sustainable kids fashion Einzelunternehmen,info@charle-berlin.de
592,CARBASA - Segeltuchtaschen Personengesellschaft,info@carbasa.com
593,HUMANA Kleidersammlung GmbH,info@humana-kleidersammlung.de
594,Bonjour Sérénité Einzelunternehmen,bonjour@bonjourserenite.com
595,Schelchen GmbH,info@pedag.de
596,Frija Omina Einzelunternehmen,mail@frija-omina.com
597,slowli - Fair Fashion,hey@slowli.de
598,Deepmello UG,info@deepmello.de
599,Greenbomb Ethifashion GmbH,info@greenbomb.de
600,Mrs.Hippie GmbH,knauschner@geh-bunt.de
601,little kiwi Einzelunternehmer,info@little-kiwi.de
602,hukkepack Einzelhandel,hallo@hukkepack.de
603,karlskopf UG (haftungsbeschränkt),info@karlskopf.net
604,Jill Green GmbH,info@jillgreen.com
605,2Chance Upcycling Design Einzelunternehmer,info@2chanceupcyclingdesign.de
606,SchuhSign GmbH&Co. KG,info@schuhsign.de
607,MBaetz Einzelunternehmen,hello@mbaetz.com
608,Ethletic GmbH,info@ethletic.com
609,Cmig Charlotte & Christoph Sörman GbR,Cmig@Cmig.se
610,INASKA GmbH,hello@inaska.com
611,green.in.pieces Einzelunternehmen,support@greeninpieces.de
612,Cocon Commerz PRIVATSACHEN GmbH,info@privatsachen.de
613,Julia Starp Modedesign,office@reichert-pr.com
614,Cotton made in Africa Social Business Initiative / Stiftung,info@abt-foundation.org
615,SHIRTS FOR LIFE GmbH,info@shirtsforlife.de
616,BELEAF GbR,info@beleaf.shop
617,Bracenet GmbH,hello@bracenet.net
618,Manitober GmbH,service@manitober.de
619,Paulsen Fairtitude GbR,hello@jesango.de
620,Etiqueta Blanca - Alpaka Mode aus nachhaltiger Produktion Einzelunternehmen,info@alpaka-mode.com
621,Marlowe nature - green fashion Einzelhandel,info@marlowe-nature.de
622,MYMARINI GmbH,service@mymarini.com
623,NOY Hamburg GbR,yannick@noy-hamburg.com
624,recolution GmbH & Co. KG,mail@recolution.de
625,Lena Schokolade Kleinunternehmer,info@lena-schokolade.de
626,MajKay | fair | transparent | nachhaltig,info@majkay.com
627,MÁ Hemp Wear - Felde Vertrieb GmbH,info@mahempwear.com
628,boochen Einzelunternehmen,hello@boochen.co
629,more presents e.K.,info@nachhaltige-baumwolltaschen.de
630,Derbe e.K.,info@derbe-hamburg.de
631,Mondkind von Fesche Einzelunternehmen,mondkindvonfesche@gmail.com
632,8bft fashion-evolution GmbH,kontakt@8bft.hamburg
633,dieLOGOgmbh Agentur für Kunst und Kommunikation GmbH,wir@dieLOGOgmbh.de
634,Filigrana Schmuck - Individual Design Products UG,info@filigrana-schmuck.de
635,soki Label & Store Einzelunternehmen,info@soki-store.de
636,ALEXASCHA Design Studio GmbH,info@alexascha.de
637,like a bird lifestyle GmbH,info@like-a-bird.de
638,manbefair.com Inh. Selma Müller Einzelfirma,info@manbefair.com
639,Le Pirol GmbH,Hello@lepirol.com
640,mamalila GmbH,info@mamalila.de
641,JuliaPilot.de / Reflectstar GmbH,wirhelfen@juliapilot.com
642,Sandstrasse (Person),info@sandstrasse.com
643,Gudrun Sjödén GmbH,info@gudrunsjoeden.de
644,roots of compassion eG,info@rootsofcompassion.org
645,SAY time GbR,info@say-time.com
646,KaisuMari Einzelkauffrau,info@kaisumari.de
647,WEITBLICK® GmbH & Co. KG,service@weitblick.vision
648,Harold's Lederwaren GmbH,kontakt@harolds-bags.com
649,FairBleiben Einzelunternehmen,nachricht@fairbleiben.com
650,WePack UG (haftungsbeschränkt),hello@wepack.bio
651,Hohenloher Wolle GmbH,info@schoppel-wolle.de
652,Angels Ambition BTQS Schönbuchner GbR,kontakt@angels-ambition.de
653,Jack Wolfskin Ausrüstung für Draußen GmbH & Co. KGaA,info@jack-wolfskin.com
654,NATIVE SOULS organic-fair-fashion Einzelunternehmung,info@nativesouls.de
655,Sperling GbR,service@sperling-bags.com
656,Blaumann-Jeanshosen GmbH,guido@blaumann-jeanshosen.de
657,People Wear Organic GmbH,mail@peoplewearorganic.de
658,Schuh & Mode Kipp Einzelhandelsgesellschaft,info@kipp-schuhe.de
659,Human Family GbR,info@human-family.com
660,Africulture GbR,info@africulture.de
661,Think! Schuhwerk GmbH,manuela.schediwy@legero-united.com
662,Ehrenkind formbench GmbH,info@formbench.com
663,Ulalü - Ulla Lüer Modedesign Einzelunternehmen,info@ulalue.de
664,diejuju Einzelunternehmen,info@diejuju.de
665,Róka - fair clothing Einzelunternehmen,info@roka-fairclothing.de
666,skarabea Einzelunternehmen,hello@skarabea.de
667,KHAFFEE - Taschen ohne Plastik Einzelunternehmen,info@khaffee.de
668,Anna und Paul GmbH,email@annaundpaul.de
669,BUDEVI GbR,halina@budevi.com
670,emma & noah Emma & noah GmbH,flaschenpost@emmanoah.com
671,Dailybread GmbH,info@dailybread.eu
672,KAYA&KATO GmbH,info@kaya-kato.de
673,Sneakers Unplugged Einzelunternehmen,hello@sneakers-unplugged.de
674,MATES OF NATURE // Sahler & Moore GbR,info@matesofnature.com
675,Fremdformat Einzelunternehmen,info@fremdformat.de
676,fejn jewelry Einzelunternehmen,info@fejn.com
677,livingResponsible SOCIAL² UG (haftungsbeschränkt),service@livingresponsible.de
678,FOND OF GmbH,info@fondof.de
679,ARMEDANGELS GmbH,shop@armedangels.com
680,dressgoat GbR,support@dressgoat.de
681,PHYNE GmbH,kontakt@phyne.com
682,Vorfreude GmbH,fraguns@erlich-textil.de
683,DAILY'S NOTHING'S BETTER GmbH,online@dailysnothingsbetter.com
684,Feuerwear GmbH & Co. KG,info@feuerwear.de
685,Taynie Einzelunternehmen,info@taynie.de
686,Greenpicks Einzelunternehmen,kontakt@greenpicks.de
687,Sinfinis - FTS Fair Trade Shop GmbH,leonie@sinfinis.de
688,Belle Ikat UG,info@belleikat.de
689,Blümchen Stoffwindel GmbH GmbH,office@stoffwindelcompany.at
690,Deuter Sport GmbH,info@deuter.com
691,PAPERO® Einzelunternehmer,info@yesmarketing.de
692,GreenFeet Einzelunternehmen,Info@Einlagen-Shop.com
693,Dilling Unterwäsche A/S,Kundenservice@dilling-unterwaesche.de
694,Moyakora Einzelunternehmer,contact@moyakora.de
695,Nordwärts | Tietz Sperling und Herrlein GbR,info@nordwarts.de
696,pajama-day e.U.,info@pajama-day.com
697,Cannamoda Textilien aus Hanf Einzelfirma,p.rusch@cannamoda.de
698,denkefair Einzelunternehmen,info@denkefair.de
699,gotsutsumu GmbH,info@gotsutsumu.de
700,karokönig ecotailoring Einzelunternehmen,"hello@karokoenig,com"
701,KorkAllee.de GmbH,service@korkallee.de
702,Bamigo GmbH,info@bamigo.de
703,be free® stuff UG,info@befree.shoes
704,OGNX GmbH,contact@ognx.com
705,CÉLINE VOGEL Einzelunternehmen,celine_vogel[at]gmx.de
706,SANVT GmbH,care@sanvt.com
707,Liapure Design Studio Einzelunternehmen,contact@liapure.de
708,ThokkThokk GmbH & Co. KG,support@thokkthokk.com
709,PLANETICS UG,support@planetics.de
710,Kipepeo-Clothing Einzelunternehmen,info@kipepeo-clothing.com
711,YOU LOOK PERFECT Inh. Sandra Milacher,info@youlookperfect.at
712,Lori Einzelunternehmer,info@lori-welt.de
713,Schöffel Sportbekleidung GmbH,presse@schoeffel.de
714,mantrafant GmbH,team@mantrafant.com
715,Schnuffelinis Einzelunternehmen,service@schnuffelinis.de
716,ORAIN GmbH,office@raincombi.at
717,Martin Guthmann Schmuckmanufaktur seit 1906 e.K.,martin@guthmann.com
718,Jürgen Brand - Fair Fashion Manufactured in Austria Einzelunternehmen,juergen@juergenbrand.com
719,Nura Kassoume Einzelhandel,office@aurinshop.at
720,Schauraum für angewandte Kunst Einzelunternehmen,office@schauraum.at
721,Mama Ocllo Import UG (haftungsbeschränkt),martina@chillnfeel.com
722,Daniela Paradeis EPU,info@danielaparadeis.com
723,GREEN SHIRTS EG,service@green-shirts.com
724,COTONEA Gebr. Elmer & Zweifel GmbH & Co. KG,info@cotonea.de
725,Waldorfshop - Universnatur GmbH,kundenservice@waldorfshop.eu
726,burggrafburggraf // Burggraf Burggraf-Reusch GbR,info@burggrafburggraf.de
727,KOKOworld Einzelunternehmen,hello@kokoworld.de
728,Soulcover Kleinunternehmer,kontakt@soulcover-clothing.de
729,respecca handel.t Einzelunternehmen,shop@respecca.com
730,VAPUS.organics by Punya GmbH,info@vapus.org
731,LDP Homemade e.U.,hello@ldp-homemade.de
732,Speidel GmbH,info@speidelshop.com
733,Infinite Running GmbH,info@infinite-running.de
734,LOVJOI Organic Clothing GmbH,info@lovjoi.com
735,Wollerei Einzelunternehmen,shop@wollerei.at
736,ResTasch Handgenähte Jeanstaschen aus Österreich,restasch@chello.at
737,Ompura GmbH,service@ompura.com
738,Comazo GmbH & Co.KG,info@comazo.de
739,Project Cece NL: Vennootschap onder firma,info@projectcece.nl
740,Schäfereigenossenschaft Finkhof eG,info@finkhof.de
741,King Louie - Vintage inspirietre Mode aus Amsterdam,onlineshop@kinglouie.de
742,Robin | hochgrat textil GmbH,hello@robin-shop.com
743,VAUDE Sport GmbH & Co.KG,sustainability@vaude.com
744,M-KA Kleinunternehmer,info@mka-kreativ.de
745,BRUNA the Label GmbH,hello@brunathelabel.com
746,AURHEN ecofair Einzelunternehmen,info@aurhen.de
747,AlpacaOne GmbH,info@alpacaone.de
748,3FREUNDE Einzelfirma,info@3freunde.com
749,Iron Roots VOF,info@ironroots.nl
750,Coa Coa / Ursula Piber & Ines Häfner GbR,ines@coagoa.com
751,zündstoff - fair organic clothing GbR,info@zuendstoff-clothing.de
752,Laimer GmbH,info@laimer.bz
753,Edeltruhe - kreativ und individuell,edeltruhe@edeltruhe.de
754,Korkeria | Aus Kork. Für Dich.,shop@korkeria.ch
